ticket_id,category,priority,customer_segment,agent,status,created_date,resolved_date,resolution_time_hours,sla_status,created_month
TCK-1109,Bug Report,Low,Smb,Vikram,Pending,2026-07-26 09:00:00,2026-07-30 00:00:00,87.0,Within SLA,2026-07
TCK-1699,Bug Report,Low,Individual,Amit,Closed,2026-07-22 00:00:00,2026-07-25 05:00:00,77.0,Within SLA,2026-07
TCK-1264,Account Access,Medium,Enterprise,Sana,Pending,2026-03-24 19:00:00,2026-03-26 23:00:00,52.0,Within SLA,2026-03
TCK-2093,Billing,Critical,Individual,Vikram,Pending,2026-02-06 09:00:00,2026-02-08 08:00:00,47.0,Breached,2026-02
TCK-1100,Technical,Medium,Smb,Neha,Closed,2026-03-25 01:00:00,2026-03-29 01:00:00,96.0,Within SLA,2026-03
TCK-2197,Technical,Low,Enterprise,Riya,Closed,2026-03-08 15:00:00,2026-03-15 09:00:00,162.0,Within SLA,2026-03
TCK-2096,General Inquiry,Low,Smb,Sana,Resolved,2026-03-29 11:00:00,2026-04-05 01:00:00,158.0,Within SLA,2026-03
TCK-1548,Billing,High,Enterprise,Neha,Open,2026-06-25 11:00:00,2026-07-03 06:00:00,187.0,Breached,2026-06
TCK-1656,General Inquiry,Critical,Enterprise,Neha,Resolved,2026-06-27 04:00:00,2026-07-04 00:00:00,164.0,Breached,2026-06
TCK-1969,Technical,Low,Smb,Amit,Open,2026-01-22 03:00:00,2026-01-29 07:00:00,172.0,Breached,2026-01
TCK-1427,Account Access,Critical,Smb,Karan,Open,2026-02-09 10:00:00,2026-02-17 17:00:00,199.0,Breached,2026-02
TCK-1805,Billing,Medium,Individual,Sana,Pending,2026-01-11 16:00:00,,,Open,2026-01
TCK-1254,Feature Request,Medium,Enterprise,Priya,Open,2026-05-09 23:00:00,2026-05-10 13:00:00,14.0,Within SLA,2026-05
TCK-1758,Account Access,High,Smb,Arjun,Closed,2026-05-03 23:00:00,2026-05-05 20:00:00,45.0,Within SLA,2026-05
TCK-2020,Account Access,High,Individual,Neha,Closed,2026-07-01 23:00:00,2026-07-05 05:00:00,78.0,Breached,2026-07
TCK-2018,Technical,Critical,Smb,Priya,Pending,2026-05-07 21:00:00,2026-05-13 09:00:00,132.0,Breached,2026-05
TCK-1978,Account Access,Medium,Smb,Sana,Open,2026-02-04 19:00:00,2026-02-11 03:00:00,152.0,Breached,2026-02
TCK-1680,Technical,Critical,Smb,Riya,Open,2026-01-20 03:00:00,2026-01-21 08:00:00,29.0,Breached,2026-01
TCK-1653,Account Access,Low,Enterprise,Priya,Closed,2026-07-23 06:00:00,2026-07-29 14:00:00,152.0,Within SLA,2026-07
TCK-1356,Technical,High,Enterprise,Arjun,Resolved,2026-03-09 07:00:00,2026-03-15 08:00:00,145.0,Breached,2026-03
TCK-1748,Account Access,Critical,Enterprise,Riya,Pending,2026-02-25 04:00:00,,,Open,2026-02
TCK-1024,Bug Report,Low,Enterprise,Riya,Resolved,2026-02-16 08:00:00,2026-02-25 16:00:00,224.0,Breached,2026-02
TCK-1510,Technical,Low,Individual,Amit,Resolved,2026-03-24 00:00:00,2026-03-29 17:00:00,137.0,Within SLA,2026-03
TCK-1881,Billing,Critical,Smb,Priya,Pending,2026-03-17 14:00:00,2026-03-20 01:00:00,59.0,Breached,2026-03
TCK-1675,Feature Request,High,Enterprise,Arjun,Open,2026-05-12 21:00:00,2026-05-13 11:00:00,14.0,Within SLA,2026-05
TCK-1890,Account Access,High,Smb,Unassigned,Resolved,2026-06-25 12:00:00,2026-07-02 21:00:00,177.0,Breached,2026-06
TCK-1784,Account Access,Medium,Smb,Riya,Resolved,2026-01-21 15:00:00,2026-01-23 00:00:00,33.0,Within SLA,2026-01
TCK-1319,Billing,Critical,Enterprise,Arjun,Resolved,2026-07-07 17:00:00,2026-07-10 08:00:00,63.0,Breached,2026-07
TCK-1187,Account Access,High,Individual,Priya,Open,2026-06-13 00:00:00,2026-06-19 17:00:00,161.0,Breached,2026-06
TCK-2053,Technical,Low,Enterprise,Riya,Open,2026-07-19 10:00:00,,,Open,2026-07
TCK-1413,Account Access,Low,Enterprise,Karan,Pending,2026-04-11 06:00:00,2026-04-19 15:00:00,201.0,Breached,2026-04
TCK-1400,Bug Report,High,Enterprise,Amit,Pending,2026-04-06 10:00:00,2026-04-10 17:00:00,103.0,Breached,2026-04
TCK-1326,Billing,Medium,Individual,Vikram,Open,2026-02-10 21:00:00,2026-02-18 10:00:00,181.0,Breached,2026-02
TCK-1124,Billing,High,Smb,Vikram,Pending,2026-06-04 13:00:00,,,Open,2026-06
TCK-2081,Feature Request,High,Individual,Karan,Resolved,2026-04-22 12:00:00,2026-04-29 13:00:00,169.0,Breached,2026-04
TCK-1836,Account Access,Critical,Enterprise,Vikram,Resolved,2026-04-10 03:00:00,2026-04-14 13:00:00,106.0,Breached,2026-04
TCK-2070,Feature Request,Low,Individual,Amit,Closed,2026-02-07 20:00:00,2026-02-13 22:00:00,146.0,Within SLA,2026-02
TCK-1524,Feature Request,Medium,Smb,Neha,Resolved,2026-03-03 10:00:00,2026-03-10 11:00:00,169.0,Breached,2026-03
TCK-1607,Feature Request,Low,Individual,Vikram,Closed,2026-03-29 06:00:00,2026-04-04 14:00:00,152.0,Within SLA,2026-03
TCK-2036,Technical,High,Enterprise,Sana,Resolved,2026-06-04 04:00:00,2026-06-09 20:00:00,136.0,Breached,2026-06
TCK-1884,Billing,Low,Smb,Arjun,Open,2026-02-28 03:00:00,,,Open,2026-02
TCK-1232,Feature Request,High,Individual,Neha,Pending,2026-03-19 04:00:00,2026-03-24 18:00:00,134.0,Breached,2026-03
TCK-1148,Feature Request,High,Individual,Neha,Open,2026-01-17 10:00:00,,,Open,2026-01
TCK-1168,Bug Report,High,Enterprise,Vikram,Open,2026-03-22 09:00:00,2026-03-31 02:00:00,209.0,Breached,2026-03
TCK-1864,Billing,Low,Smb,Priya,Resolved,2026-07-05 19:00:00,2026-07-08 10:00:00,63.0,Within SLA,2026-07
TCK-1071,Account Access,High,Enterprise,Sana,Closed,2026-05-22 16:00:00,2026-05-30 15:00:00,191.0,Breached,2026-05
TCK-1612,General Inquiry,Critical,Smb,Riya,Open,2026-07-03 11:00:00,2026-07-09 17:00:00,150.0,Breached,2026-07
TCK-1595,Account Access,Low,Smb,Arjun,Pending,2026-04-10 22:00:00,2026-04-12 04:00:00,30.0,Within SLA,2026-04
TCK-1172,Account Access,Low,Enterprise,Riya,Resolved,2026-06-26 14:00:00,2026-06-27 01:00:00,11.0,Within SLA,2026-06
TCK-1327,Account Access,Medium,Enterprise,Amit,Resolved,2026-04-12 16:00:00,,,Open,2026-04
TCK-1169,Billing,High,Enterprise,Amit,Pending,2026-04-02 01:00:00,2026-04-05 14:00:00,85.0,Breached,2026-04
TCK-1265,Account Access,Low,Smb,Neha,Resolved,2026-05-28 07:00:00,2026-05-31 07:00:00,72.0,Within SLA,2026-05
TCK-1446,Bug Report,Critical,Enterprise,Sana,Pending,2026-03-12 11:00:00,2026-03-20 07:00:00,188.0,Breached,2026-03
TCK-1984,Billing,Low,Individual,Sana,Resolved,2026-05-15 23:00:00,2026-05-22 06:00:00,151.0,Within SLA,2026-05
TCK-1306,Feature Request,Low,Individual,Priya,Pending,2026-01-04 08:00:00,2026-01-14 05:00:00,237.0,Breached,2026-01
TCK-1701,Billing,High,Smb,Neha,Open,2026-06-27 03:00:00,2026-07-04 23:00:00,188.0,Breached,2026-06
TCK-1952,Account Access,High,Enterprise,Karan,Closed,2026-03-25 12:00:00,2026-03-27 21:00:00,57.0,Breached,2026-03
TCK-1043,Technical,High,Enterprise,Riya,Resolved,2026-06-05 16:00:00,,,Open,2026-06
TCK-1811,Technical,Low,Enterprise,Sana,Pending,2026-01-16 12:00:00,2026-01-23 14:00:00,170.0,Breached,2026-01
TCK-1955,Technical,High,Enterprise,Neha,Open,2026-01-23 03:00:00,,,Open,2026-01
TCK-1133,Bug Report,Critical,Individual,Karan,Open,2026-03-11 14:00:00,2026-03-16 19:00:00,125.0,Breached,2026-03
TCK-2015,Feature Request,Low,Individual,Arjun,Open,2026-07-04 04:00:00,,,Open,2026-07
TCK-1039,Technical,High,Smb,Karan,Pending,2026-07-20 13:00:00,2026-07-29 19:00:00,222.0,Breached,2026-07
TCK-1409,Technical,High,Enterprise,Arjun,Resolved,2026-06-08 20:00:00,2026-06-14 07:00:00,131.0,Breached,2026-06
TCK-1359,Technical,Medium,Enterprise,Priya,Closed,2026-07-13 14:00:00,2026-07-15 09:00:00,43.0,Within SLA,2026-07
TCK-1271,General Inquiry,Medium,Individual,Amit,Resolved,2026-04-06 12:00:00,2026-04-13 18:00:00,174.0,Breached,2026-04
TCK-1285,Technical,High,Enterprise,Arjun,Resolved,2026-02-25 13:00:00,,,Open,2026-02
TCK-2094,Bug Report,High,Enterprise,Priya,Pending,2026-01-26 15:00:00,2026-01-31 01:00:00,106.0,Breached,2026-01
TCK-1167,Billing,High,Smb,Vikram,Resolved,2026-07-27 04:00:00,,,Open,2026-07
TCK-1563,Bug Report,High,Individual,Priya,Pending,2026-01-21 22:00:00,2026-01-23 09:00:00,35.0,Within SLA,2026-01
TCK-1072,General Inquiry,High,Smb,Amit,Open,2026-01-31 23:00:00,2026-02-02 06:00:00,31.0,Within SLA,2026-01
TCK-1744,Billing,High,Enterprise,Riya,Resolved,2026-07-22 08:00:00,2026-07-24 06:00:00,46.0,Within SLA,2026-07
TCK-1743,Billing,Medium,Smb,Riya,Open,2026-05-05 17:00:00,2026-05-10 06:00:00,109.0,Breached,2026-05
TCK-1986,Technical,High,Smb,Sana,Resolved,2026-06-01 04:00:00,2026-06-08 12:00:00,176.0,Breached,2026-06
TCK-2173,General Inquiry,High,Enterprise,Karan,Resolved,2026-05-28 07:00:00,2026-06-07 06:00:00,239.0,Breached,2026-05
TCK-1397,Technical,Critical,Individual,Riya,Resolved,2026-01-20 23:00:00,2026-01-30 15:00:00,232.0,Breached,2026-01
TCK-1598,Billing,Medium,Smb,Arjun,Open,2026-01-30 00:00:00,2026-02-05 00:00:00,144.0,Breached,2026-01
TCK-1005,General Inquiry,Low,Enterprise,Sana,Resolved,2026-06-04 08:00:00,2026-06-12 03:00:00,187.0,Breached,2026-06
TCK-1378,Technical,High,Smb,Amit,Open,2026-04-18 12:00:00,2026-04-18 22:00:00,10.0,Within SLA,2026-04
TCK-1624,Billing,High,Enterprise,Karan,Open,2026-02-13 18:00:00,,,Open,2026-02
TCK-1472,Technical,Critical,Smb,Karan,Open,2026-04-10 20:00:00,,,Open,2026-04
TCK-2130,Account Access,Low,Smb,Riya,Resolved,2026-06-20 15:00:00,2026-06-20 21:00:00,6.0,Within SLA,2026-06
TCK-1398,Account Access,High,Individual,Karan,Resolved,2026-07-28 05:00:00,2026-08-06 08:00:00,219.0,Breached,2026-07
TCK-1386,Technical,High,Individual,Arjun,Resolved,2026-05-03 12:00:00,,,Open,2026-05
TCK-1903,Bug Report,Low,Enterprise,Amit,Pending,2026-04-26 05:00:00,2026-05-01 15:00:00,130.0,Within SLA,2026-04
TCK-1790,Account Access,High,Enterprise,Karan,Closed,2026-06-18 23:00:00,2026-06-24 04:00:00,125.0,Breached,2026-06
TCK-1919,Bug Report,High,Individual,Arjun,Resolved,2026-02-08 12:00:00,2026-02-08 22:00:00,10.0,Within SLA,2026-02
TCK-2098,Technical,High,Individual,Karan,Open,2026-02-25 00:00:00,2026-02-27 09:00:00,57.0,Breached,2026-02
TCK-1095,Feature Request,High,Smb,Riya,Closed,2026-01-12 10:00:00,2026-01-19 23:00:00,181.0,Breached,2026-01
TCK-1096,Billing,Low,Enterprise,Unassigned,Closed,2026-05-09 18:00:00,2026-05-10 20:00:00,26.0,Within SLA,2026-05
TCK-1370,General Inquiry,High,Individual,Sana,Resolved,2026-05-06 19:00:00,2026-05-16 02:00:00,223.0,Breached,2026-05
TCK-1721,Account Access,High,Enterprise,Priya,Pending,2026-03-01 13:00:00,2026-03-04 13:00:00,72.0,Breached,2026-03
TCK-1526,Billing,Low,Smb,Priya,Pending,2026-01-09 06:00:00,,,Open,2026-01
TCK-2071,Feature Request,High,Individual,Karan,Closed,2026-01-14 06:00:00,2026-01-22 09:00:00,195.0,Breached,2026-01
TCK-1859,Billing,Medium,Enterprise,Amit,Resolved,2026-01-09 12:00:00,2026-01-18 14:00:00,218.0,Breached,2026-01
TCK-1059,Account Access,High,Enterprise,Priya,Open,2026-01-13 08:00:00,2026-01-15 15:00:00,55.0,Breached,2026-01
TCK-1925,Feature Request,Critical,Smb,Priya,Resolved,2026-07-20 15:00:00,,,Open,2026-07
TCK-1362,Billing,High,Smb,Priya,Open,2026-05-31 18:00:00,2026-06-01 20:00:00,26.0,Within SLA,2026-05
TCK-1368,Technical,Medium,Enterprise,Amit,Resolved,2026-07-19 16:00:00,2026-07-20 00:00:00,8.0,Within SLA,2026-07
TCK-1025,Technical,Critical,Enterprise,Riya,Pending,2026-07-12 07:00:00,2026-07-17 12:00:00,125.0,Breached,2026-07
TCK-1689,Account Access,High,Enterprise,Riya,Closed,2026-06-20 04:00:00,2026-06-27 23:00:00,187.0,Breached,2026-06
TCK-1504,Account Access,Critical,Individual,Riya,Resolved,2026-05-19 07:00:00,2026-05-24 01:00:00,114.0,Breached,2026-05
TCK-1245,Bug Report,High,Enterprise,Amit,Pending,2026-07-01 04:00:00,,,Open,2026-07
TCK-1026,General Inquiry,High,Enterprise,Sana,Closed,2026-03-09 14:00:00,2026-03-17 01:00:00,179.0,Breached,2026-03
TCK-1331,Bug Report,Low,Enterprise,Neha,Open,2026-02-13 18:00:00,2026-02-21 12:00:00,186.0,Breached,2026-02
TCK-1223,General Inquiry,Critical,Enterprise,Amit,Open,2026-05-11 14:00:00,2026-05-16 11:00:00,117.0,Breached,2026-05
TCK-1627,Feature Request,Critical,Smb,Neha,Closed,2026-02-07 19:00:00,2026-02-09 11:00:00,40.0,Breached,2026-02
TCK-1106,Account Access,High,Smb,Riya,Open,2026-06-05 11:00:00,2026-06-07 12:00:00,49.0,Breached,2026-06
TCK-2107,Account Access,Medium,Smb,Amit,Pending,2026-06-15 13:00:00,2026-06-20 05:00:00,112.0,Breached,2026-06
TCK-1131,Billing,Low,Smb,Priya,Pending,2026-05-25 21:00:00,2026-05-27 10:00:00,37.0,Within SLA,2026-05
TCK-1154,Technical,Low,Smb,Amit,Closed,2026-04-24 19:00:00,2026-05-02 19:00:00,192.0,Breached,2026-04
TCK-1899,Account Access,Critical,Smb,Neha,Pending,2026-06-15 14:00:00,2026-06-24 14:00:00,216.0,Breached,2026-06
TCK-2048,Billing,Low,Smb,Riya,Pending,2026-01-29 04:00:00,,,Open,2026-01
TCK-2160,Technical,High,Smb,Neha,Open,2026-06-30 16:00:00,2026-07-01 09:00:00,17.0,Within SLA,2026-06
TCK-1841,Billing,Critical,Individual,Priya,Open,2026-06-08 09:00:00,2026-06-10 04:00:00,43.0,Breached,2026-06
TCK-1076,Billing,Medium,Smb,Sana,Resolved,2026-01-30 02:00:00,2026-01-30 21:00:00,19.0,Within SLA,2026-01
TCK-1979,Billing,High,Enterprise,Neha,Resolved,2026-04-08 20:00:00,2026-04-13 03:00:00,103.0,Breached,2026-04
TCK-2091,General Inquiry,Medium,Enterprise,Riya,Open,2026-03-03 20:00:00,2026-03-07 01:00:00,77.0,Within SLA,2026-03
TCK-1719,Bug Report,Low,Enterprise,Priya,Pending,2026-01-04 21:00:00,2026-01-06 00:00:00,27.0,Within SLA,2026-01
TCK-1352,General Inquiry,Critical,Smb,Riya,Pending,2026-03-02 03:00:00,,,Open,2026-03
TCK-2022,Account Access,High,Smb,Arjun,Resolved,2026-07-30 06:00:00,2026-07-30 07:00:00,1.0,Within SLA,2026-07
TCK-1545,Account Access,Critical,Individual,Karan,Resolved,2026-06-07 23:00:00,2026-06-10 14:00:00,63.0,Breached,2026-06
TCK-2086,General Inquiry,High,Smb,Neha,Resolved,2026-01-09 00:00:00,,,Open,2026-01
TCK-1200,Technical,High,Enterprise,Neha,Resolved,2026-05-02 08:00:00,2026-05-10 17:00:00,201.0,Breached,2026-05
TCK-1896,Bug Report,Medium,Smb,Sana,Resolved,2026-02-03 06:00:00,2026-02-12 00:00:00,210.0,Breached,2026-02
TCK-1135,Account Access,High,Individual,Amit,Pending,2026-01-15 00:00:00,2026-01-17 07:00:00,55.0,Breached,2026-01
TCK-1390,Billing,Low,Smb,Arjun,Resolved,2026-02-28 07:00:00,2026-03-01 17:00:00,34.0,Within SLA,2026-02
TCK-1260,General Inquiry,Medium,Enterprise,Sana,Open,2026-07-05 17:00:00,2026-07-08 08:00:00,63.0,Within SLA,2026-07
TCK-1335,Account Access,Low,Smb,Unassigned,Open,2026-05-09 10:00:00,2026-05-11 09:00:00,47.0,Within SLA,2026-05
TCK-1732,General Inquiry,Critical,Individual,Unassigned,Pending,2026-01-10 14:00:00,2026-01-15 03:00:00,109.0,Breached,2026-01
TCK-1004,Account Access,Low,Enterprise,Arjun,Open,2026-06-28 13:00:00,2026-06-30 05:00:00,40.0,Within SLA,2026-06
TCK-2090,Feature Request,Low,Smb,Arjun,Closed,2026-02-09 00:00:00,2026-02-14 20:00:00,140.0,Within SLA,2026-02
TCK-1211,Technical,Low,Enterprise,Neha,Pending,2026-03-24 09:00:00,2026-04-03 02:00:00,233.0,Breached,2026-03
TCK-1197,Account Access,Critical,Smb,Neha,Open,2026-01-11 01:00:00,,,Open,2026-01
TCK-1681,Account Access,Critical,Enterprise,Riya,Open,2026-04-17 21:00:00,2026-04-19 07:00:00,34.0,Breached,2026-04
TCK-1518,Bug Report,Low,Smb,Riya,Resolved,2026-02-09 11:00:00,2026-02-12 03:00:00,64.0,Within SLA,2026-02
TCK-1906,Billing,Medium,Individual,Priya,Closed,2026-05-01 08:00:00,2026-05-03 04:00:00,44.0,Within SLA,2026-05
TCK-1027,Account Access,Low,Enterprise,Neha,Resolved,2026-01-15 18:00:00,2026-01-16 10:00:00,16.0,Within SLA,2026-01
TCK-1325,Bug Report,High,Enterprise,Karan,Resolved,2026-04-15 03:00:00,2026-04-23 09:00:00,198.0,Breached,2026-04
TCK-2125,General Inquiry,Critical,Enterprise,Vikram,Resolved,2026-02-15 19:00:00,2026-02-22 07:00:00,156.0,Breached,2026-02
TCK-1994,Account Access,High,Enterprise,Vikram,Resolved,2026-03-28 21:00:00,2026-04-03 16:00:00,139.0,Breached,2026-03
TCK-2152,Account Access,High,Enterprise,Vikram,Resolved,2026-02-27 21:00:00,2026-03-01 13:00:00,40.0,Within SLA,2026-02
TCK-2158,Billing,Low,Individual,Amit,Resolved,2026-01-08 09:00:00,2026-01-14 10:00:00,145.0,Within SLA,2026-01
TCK-1062,Billing,Medium,Individual,Riya,Open,2026-06-29 08:00:00,2026-07-01 03:00:00,43.0,Within SLA,2026-06
TCK-1783,Bug Report,Low,Smb,Amit,Pending,2026-06-23 07:00:00,2026-06-30 22:00:00,183.0,Breached,2026-06
TCK-2051,Billing,High,Enterprise,Priya,Pending,2026-04-11 05:00:00,2026-04-17 05:00:00,144.0,Breached,2026-04
TCK-2193,Technical,Low,Individual,Priya,Resolved,2026-01-04 08:00:00,2026-01-07 07:00:00,71.0,Within SLA,2026-01
TCK-1340,Account Access,High,Smb,Arjun,Resolved,2026-01-01 10:00:00,2026-01-03 14:00:00,52.0,Breached,2026-01
TCK-1938,Technical,Critical,Smb,Karan,Pending,2026-02-13 05:00:00,2026-02-20 18:00:00,181.0,Breached,2026-02
TCK-1709,Technical,High,Smb,Karan,Pending,2026-02-26 04:00:00,2026-02-27 17:00:00,37.0,Within SLA,2026-02
TCK-1664,Technical,Medium,Smb,Priya,Open,2026-05-30 15:00:00,,,Open,2026-05
TCK-1801,Technical,Medium,Smb,Riya,Open,2026-07-23 13:00:00,2026-07-28 20:00:00,127.0,Breached,2026-07
TCK-1419,Feature Request,High,Smb,Priya,Resolved,2026-07-14 11:00:00,2026-07-20 17:00:00,150.0,Breached,2026-07
TCK-1672,Bug Report,Medium,Enterprise,Arjun,Pending,2026-07-11 18:00:00,,,Open,2026-07
TCK-1505,Billing,High,Enterprise,Amit,Open,2026-05-14 04:00:00,2026-05-19 05:00:00,121.0,Breached,2026-05
TCK-1707,Billing,Critical,Individual,Arjun,Closed,2026-04-28 02:00:00,,,Open,2026-04
TCK-1922,Billing,Medium,Enterprise,Neha,Closed,2026-06-11 00:00:00,,,Open,2026-06
TCK-1009,Feature Request,High,Enterprise,Arjun,Closed,2026-07-16 01:00:00,2026-07-16 10:00:00,9.0,Within SLA,2026-07
TCK-1717,Bug Report,Low,Individual,Amit,Closed,2026-03-25 15:00:00,,,Open,2026-03
TCK-1643,Billing,Low,Smb,Arjun,Open,2026-02-27 00:00:00,2026-03-06 09:00:00,177.0,Breached,2026-02
TCK-2063,Technical,Low,Smb,Arjun,Open,2026-05-02 08:00:00,2026-05-07 02:00:00,114.0,Within SLA,2026-05
TCK-1301,Feature Request,High,Enterprise,Neha,Closed,2026-01-26 04:00:00,2026-02-01 11:00:00,151.0,Breached,2026-01
TCK-1802,Billing,Low,Individual,Vikram,Resolved,2026-03-08 11:00:00,2026-03-10 08:00:00,45.0,Within SLA,2026-03
TCK-2115,Bug Report,Low,Smb,Neha,Resolved,2026-07-22 12:00:00,2026-07-24 08:00:00,44.0,Within SLA,2026-07
TCK-1128,General Inquiry,Medium,Smb,Vikram,Resolved,2026-03-15 19:00:00,2026-03-16 22:00:00,27.0,Within SLA,2026-03
TCK-1075,Bug Report,High,Smb,Sana,Pending,2026-01-27 00:00:00,2026-02-01 01:00:00,121.0,Breached,2026-01
TCK-1586,Account Access,High,Smb,Riya,Resolved,2026-06-13 06:00:00,2026-06-16 00:00:00,66.0,Breached,2026-06
TCK-1900,Bug Report,Critical,Smb,Karan,Pending,2026-03-05 05:00:00,2026-03-13 01:00:00,188.0,Breached,2026-03
TCK-1058,Billing,Low,Enterprise,Amit,Closed,2026-06-09 17:00:00,,,Open,2026-06
TCK-2047,Bug Report,Critical,Individual,Riya,Open,2026-07-10 04:00:00,2026-07-17 15:00:00,179.0,Breached,2026-07
TCK-2017,Billing,Low,Enterprise,Vikram,Pending,2026-06-03 08:00:00,2026-06-04 18:00:00,34.0,Within SLA,2026-06
TCK-2056,Account Access,Medium,Enterprise,Karan,Resolved,2026-05-09 06:00:00,2026-05-13 11:00:00,101.0,Breached,2026-05
TCK-1298,Billing,High,Individual,Neha,Pending,2026-02-28 12:00:00,,,Open,2026-02
TCK-1566,Account Access,Critical,Smb,Riya,Resolved,2026-04-14 01:00:00,2026-04-22 21:00:00,212.0,Breached,2026-04
TCK-1218,Billing,Critical,Individual,Sana,Resolved,2026-06-17 11:00:00,2026-06-18 03:00:00,16.0,Within SLA,2026-06
TCK-1621,General Inquiry,Low,Individual,Arjun,Resolved,2026-05-01 20:00:00,2026-05-09 00:00:00,172.0,Breached,2026-05
TCK-1740,Account Access,Critical,Smb,Sana,Pending,2026-07-06 20:00:00,,,Open,2026-07
TCK-1749,General Inquiry,Critical,Enterprise,Sana,Closed,2026-05-17 11:00:00,2026-05-18 16:00:00,29.0,Breached,2026-05
TCK-1345,Billing,Critical,Smb,Karan,Closed,2026-06-04 10:00:00,2026-06-10 23:00:00,157.0,Breached,2026-06
TCK-1579,General Inquiry,Medium,Enterprise,Arjun,Resolved,2026-02-11 21:00:00,2026-02-18 23:00:00,170.0,Breached,2026-02
TCK-1508,Account Access,High,Smb,Priya,Closed,2026-07-15 19:00:00,2026-07-23 03:00:00,176.0,Breached,2026-07
TCK-2157,Feature Request,High,Enterprise,Priya,Closed,2026-05-31 15:00:00,2026-06-03 14:00:00,71.0,Breached,2026-05
TCK-1421,Account Access,Medium,Smb,Amit,Resolved,2026-06-24 08:00:00,2026-06-25 00:00:00,16.0,Within SLA,2026-06
TCK-2114,Billing,Low,Individual,Arjun,Resolved,2026-01-02 22:00:00,2026-01-05 17:00:00,67.0,Within SLA,2026-01
TCK-2104,Technical,Low,Smb,Arjun,Closed,2026-07-27 10:00:00,2026-07-29 10:00:00,48.0,Within SLA,2026-07
TCK-2062,Account Access,High,Enterprise,Amit,Open,2026-03-17 05:00:00,,,Open,2026-03
TCK-1730,Account Access,Low,Smb,Sana,Resolved,2026-04-08 03:00:00,2026-04-11 23:00:00,92.0,Within SLA,2026-04
TCK-1889,Billing,Critical,Individual,Priya,Pending,2026-02-05 18:00:00,2026-02-09 01:00:00,79.0,Breached,2026-02
TCK-1547,Technical,Critical,Enterprise,Vikram,Closed,2026-03-31 19:00:00,2026-04-09 09:00:00,206.0,Breached,2026-03
TCK-1267,Technical,High,Enterprise,Karan,Pending,2026-02-05 20:00:00,2026-02-08 13:00:00,65.0,Breached,2026-02
TCK-1007,Account Access,High,Smb,Karan,Resolved,2026-03-13 14:00:00,2026-03-17 12:00:00,94.0,Breached,2026-03
TCK-1468,Feature Request,High,Enterprise,Sana,Open,2026-01-02 12:00:00,2026-01-09 21:00:00,177.0,Breached,2026-01
TCK-1123,Account Access,Critical,Smb,Amit,Resolved,2026-02-02 08:00:00,2026-02-08 14:00:00,150.0,Breached,2026-02
TCK-1666,Technical,High,Smb,Neha,Resolved,2026-02-04 03:00:00,2026-02-09 01:00:00,118.0,Breached,2026-02
TCK-1139,General Inquiry,Low,Enterprise,Arjun,Closed,2026-04-22 03:00:00,2026-04-28 10:00:00,151.0,Within SLA,2026-04
TCK-1164,Billing,Critical,Enterprise,Priya,Open,2026-05-15 17:00:00,2026-05-21 03:00:00,130.0,Breached,2026-05
TCK-1762,Account Access,High,Enterprise,Priya,Closed,2026-01-31 07:00:00,2026-02-02 08:00:00,49.0,Breached,2026-01
TCK-1993,Billing,Critical,Enterprise,Arjun,Resolved,2026-01-20 11:00:00,2026-01-25 23:00:00,132.0,Breached,2026-01
TCK-1044,Technical,High,Enterprise,Arjun,Resolved,2026-07-26 17:00:00,2026-08-03 15:00:00,190.0,Breached,2026-07
TCK-1795,Account Access,Low,Enterprise,Amit,Closed,2026-05-07 23:00:00,2026-05-15 19:00:00,188.0,Breached,2026-05
TCK-1782,Feature Request,High,Enterprise,Arjun,Pending,2026-07-13 13:00:00,2026-07-20 03:00:00,158.0,Breached,2026-07
TCK-1320,Account Access,Low,Smb,Vikram,Pending,2026-03-27 00:00:00,2026-03-31 01:00:00,97.0,Within SLA,2026-03
TCK-1830,General Inquiry,High,Enterprise,Karan,Closed,2026-05-27 20:00:00,2026-06-04 10:00:00,182.0,Breached,2026-05
TCK-1825,Technical,Low,Enterprise,Sana,Open,2026-03-17 15:00:00,,,Open,2026-03
TCK-1499,Billing,Medium,Smb,Karan,Resolved,2026-06-19 08:00:00,2026-06-26 20:00:00,180.0,Breached,2026-06
TCK-1295,Account Access,High,Smb,Sana,Closed,2026-03-12 02:00:00,2026-03-14 19:00:00,65.0,Breached,2026-03
TCK-1559,Feature Request,Medium,Smb,Arjun,Resolved,2026-03-21 22:00:00,2026-03-27 13:00:00,135.0,Breached,2026-03
TCK-1972,Billing,Low,Smb,Karan,Closed,2026-05-23 17:00:00,2026-05-29 09:00:00,136.0,Within SLA,2026-05
TCK-2110,Billing,Low,Enterprise,Priya,Open,2026-05-17 16:00:00,,,Open,2026-05
TCK-1527,Account Access,Medium,Smb,Riya,Closed,2026-05-15 19:00:00,2026-05-18 13:00:00,66.0,Within SLA,2026-05
TCK-1020,Billing,High,Enterprise,Sana,Pending,2026-01-19 22:00:00,2026-01-22 09:00:00,59.0,Breached,2026-01
TCK-1448,Feature Request,Low,Smb,Sana,Resolved,2026-01-05 16:00:00,2026-01-14 09:00:00,209.0,Breached,2026-01
TCK-1519,Technical,Critical,Smb,Arjun,Pending,2026-04-02 20:00:00,2026-04-08 14:00:00,138.0,Breached,2026-04
